Long_form,A_ions,B_ions,C_ions,A_ion_coefficient,B_ion_coefficient,C_ion_coefficient
MAPb0.75Sn0.25Br2.4I0.6,MA,Pb; Sn,Br; I,1,0.75; 0.25,2.4; 0.6
MAPb0.75Sn0.25Br2.7I0.3,MA,Pb; Sn,Br; I,1,0.75; 0.25,2.7; 0.3
MAPb0.75Sn0.25Br3,MA,Pb; Sn,Br,1,0.75; 0.25,3
Cs0.15FA0.85PbBr2.1I0.9,Cs; FA,Pb,Br; I,0.15; 0.85,1,2.1; 0.9
MAPb0.7Sn0.3I3,MA,Pb; Sn,I,1,0.7; 0.3,3
MAPb0.5Sn0.5I3,MA,Pb; Sn,I,1,0.5; 0.5,3
MAPb0.3Sn0.7I3,MA,Pb; Sn,I,1,0.3; 0.7,3
MAPb0.25Sn0.75I3,MA,Pb; Sn,I,1,0.25; 0.75,3
MAPb0.75Sn0.25I,MA,Pb; Sn,I,1,0.75; 0.25,1
CsPb0.9Sn0.1Br2I,Cs,Pb; Sn,Br; I,1,0.9; 0.1,2; 1
MAPb0.38Sn0.62I3,MA,Pb; Sn,I,1,0.38; 0.62,3
MAPb0.5Sn0.500I3,MA,Pb; Sn,I,1,0.5; 0.500,3
MAPb0Sn0.19I3,MA,Pb; Sn,I,1,0; 0.19,3
MAPb0.7Sn0.255I3,MA,Pb; Sn,I,1,0.7; 0.255,3
MA0.75Sn0.25I3,MA,Sn,I,0.75,0.25,3
FA0.25MA0.75Pb0.75Sn0.25I3,FA; MA,Pb; Sn,I,0.25; 0.75,0.75; 0.25,3
FA0.5MA0.5Pb0.75Sn0.25I3,FA; MA,Pb; Sn,I,0.5; 0.5,0.75; 0.25,3
FA0.75MA0.25Pb0.75Sn0.25I3,FA; MA,Pb; Sn,I,0.75; 0.25,0.75; 0.25,3
MAPb0.875Sn0.125I3,MA,Pb; Sn,I,1,0.875; 0.125,3
MAPb0.625Sn0.375I3,MA,Pb; Sn,I,1,0.625; 0.375,3
MAPb0.375Sn0.625I3,MA,Pb; Sn,I,1,0.375; 0.625,3
MAPb0.125Sn0.875I3,MA,Pb; Sn,I,1,0.125; 0.875,3
FA0.6MA0.4Pb0.6Sn0.6I3,FA; MA,Pb; Sn,I,0.6; 0.4,0.6; 0.6,3
Cs0.1MA0.9Pb0.5Sn0.5I3,Cs; MA,Pb; Sn,I,0.1; 0.9,0.5; 0.5,3
Cs0.2MA0.8Pb0.5Sn0.5I3,Cs; MA,Pb; Sn,I,0.2; 0.8,0.5; 0.5,3
Cs0.3MA0.7Pb0.5Sn0.5I3,Cs; MA,Pb; Sn,I,0.3; 0.7,0.5; 0.5,3
Cs0.2FA0.8Pb0.75Sn0.25I3,Cs; FA,Pb; Sn,I,0.2; 0.8,0.75; 0.25,3
Cs0.2FA0.8Pb0.5Sn0.5I3,Cs; FA,Pb; Sn,I,0.2; 0.8,0.5; 0.5,3
Cs0.2FA0.8Pb0.25Sn0.75I3,Cs; FA,Pb; Sn,I,0.2; 0.8,0.25; 0.75,3
Cs0.2FA0.8SnI3,Cs; FA,Sn,I,0.2; 0.8,1,3
Cs0.1MA0.9Pb0.7Sn0.255I3,Cs; MA,Pb; Sn,I,0.1; 0.9,0.7; 0.255,3
Cs0.1MA0.9Pb0.25Sn0.75I3,Cs; MA,Pb; Sn,I,0.1; 0.9,0.25; 0.75,3
Cs0.1MA0.9SnI3,Cs; MA,Sn,I,0.1; 0.9,1,3
FAPb0.9Sn0.1I3,FA,Pb; Sn,I,1,0.9; 0.1,3
FAPb0.7Sn0.3I3,FA,Pb; Sn,I,1,0.7; 0.3,3
FAPb0.4Sn0.6I3,FA,Pb; Sn,I,1,0.4; 0.6,3
FAPb0.2Sn0.8I3,FA,Pb; Sn,I,1,0.2; 0.8,3
MAPb0.4Sn0.6BrI3,MA,Pb; Sn,Br; I,1,0.4; 0.6,1; 3
MAPb0.4Sn0.6Br0.6I2.4,MA,Pb; Sn,Br; I,1,0.4; 0.6,0.6; 2.4
MAPb0.4Sn0.6Br0.9I2.1,MA,Pb; Sn,Br; I,1,0.4; 0.6,0.9; 2.1
MAPb0.4Sn0.6Br1.2I1.8,MA,Pb; Sn,Br; I,1,0.4; 0.6,1.2; 1.8
MAPb0.4Sn0.6Br1.5I1.5,MA,Pb; Sn,Br; I,1,0.4; 0.6,1.5; 1.5
MAPb0.4Sn0.6Br1.8I1.2,MA,Pb; Sn,Br; I,1,0.4; 0.6,1.8; 1.2
MAPb0.4Sn0.6Br2.1I0.9,MA,Pb; Sn,Br; I,1,0.4; 0.6,2.1; 0.9
MAPb0.4Sn0.6Br2.4I0.6,MA,Pb; Sn,Br; I,1,0.4; 0.6,2.4; 0.6
FASnBr3,FA,Sn,Br,1,1,3
Cs0.15FA0.85Pb0.375Sn0.625I3,Cs; FA,Pb; Sn,I,0.15; 0.85,0.375; 0.625,3
Cs0.25FA0.75Pb0.37Sn0.6255I3,Cs; FA,Pb; Sn,I,0.25; 0.75,0.37; 0.6255,3
Cs0.2FA0.8Pb0.3Sn0.7I3,Cs; FA,Pb; Sn,I,0.2; 0.8,0.3; 0.7,3
Cs0.3FA0.7Pb0.7Sn0.3I3,Cs; FA,Pb; Sn,I,0.3; 0.7,0.7; 0.3,3
MAPb0.4Sn0.6Br0.4I2.6,MA,Pb; Sn,Br; I,1,0.4; 0.6,0.4; 2.6
MAPb0.2Sn0.8Br0.4I2.6,MA,Pb; Sn,Br; I,1,0.2; 0.8,0.4; 2.6
MAPb0.6Sn0.4Br0.4I2.6,MA,Pb; Sn,Br; I,1,0.6; 0.4,0.4; 2.6
MAPb0.8Sn0.2Br0.4I2.6,MA,Pb; Sn,Br; I,1,0.8; 0.2,0.4; 2.6
FA0.6MA0.4Sn0.6I3,FA; MA,Sn,I,0.6; 0.4,0.6,3
Cs0.4FA0.6PbBr0.9I2.1,Cs; FA,Pb,Br; I,0.4; 0.6,1,0.9; 2.1
FA0.6MA0.4Pb0.4Sn0.6Br0.12I2.88,FA; MA,Pb; Sn,Br; I,0.6; 0.4,0.4; 0.6,0.12; 2.88
FA0.6MA0.4Pb0.4Sn0.6Br0.18I2.82,FA; MA,Pb; Sn,Br; I,0.6; 0.4,0.4; 0.6,0.18; 2.82
FA0.6MA0.4Pb0.4Sn0.6Br0.24I2.76,FA; MA,Pb; Sn,Br; I,0.6; 0.4,0.4; 0.6,0.24; 2.76
FA0.6MA0.4Pb0.4Sn0.6Br0.48I2.52,FA; MA,Pb; Sn,Br; I,0.6; 0.4,0.4; 0.6,0.48; 2.52
Cs0.05FA0.68MA0.26Pb0.75Sn0.25Br0.4I2.6,Cs; FA; MA,Pb; Sn,Br; I,0.05; 0.68; 0.26,0.75; 0.25,0.4; 2.6
MAPb0.95Sn0.05I3,MA,Pb; Sn,I,1,0.95; 0.05,3
FA0.6MA0.4Pb0.4Sn0.6Br0.3I2.7,FA; MA,Pb; Sn,Br; I,0.6; 0.4,0.4; 0.6,0.3; 2.7
MAPbBr0.033I2.97,MA,Pb,Br; I,1,1,0.033; 2.97
MAPbBr0.066I2.93,MA,Pb,Br; I,1,1,0.066; 2.93
MAPbBr0.083I2.92,MA,Pb,Br; I,1,1,0.083; 2.92
Cs0.3FA0.7PbI3,Cs; FA,Pb,I,0.3; 0.7,1,3
Cs0.1FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.1; 0.79; 0.16,1,0.51; 2.49
FA0.3MA0.67PbI3,FA; MA,Pb,I,0.3; 0.67,1,3
FA0.67MA0.33PbI3,FA; MA,Pb,I,0.67; 0.33,1,3
FA0.4MA0.6PbBr0.025I2.975,FA; MA,Pb,Br; I,0.4; 0.6,1,0.025; 2.975
Cs0.01FA0.39MA0.6PbBr0.025I2.975,Cs; FA; MA,Pb,Br; I,0.01; 0.39; 0.6,1,0.025; 2.975
Cs0.02FA0.38MA0.6PbBr0.025I2.975,Cs; FA; MA,Pb,Br; I,0.02; 0.38; 0.6,1,0.025; 2.975
Cs0.03FA0.37MA0.6PbBr0.025I2.975,Cs; FA; MA,Pb,Br; I,0.03; 0.37; 0.6,1,0.025; 2.975
Cs0.5FA0.5PbBr0.51I2.49,Cs; FA,Pb,Br; I,0.5; 0.5,1,0.51; 2.49
Cs0.5FA0.4MA0.1PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.5; 0.4; 0.1,1,0.51; 2.49
Cs0.05MA095PbI3,Cs; MA,Pb,I,0.05; 095,1,3
(PEA)0.03MA0.97PbI3,(PEA); MA,Pb,I,0.03; 0.97,1,3
(PEA)0.05MA0.95PbI3,(PEA); MA,Pb,I,0.05; 0.95,1,3
(PEA)0.1MA0.9PbI3,(PEA); MA,Pb,I,0.1; 0.9,1,3
(PEA)0.4MA0.6PbI3,(PEA); MA,Pb,I,0.4; 0.6,1,3
(PEA)0.5MA0.5PbI3,(PEA); MA,Pb,I,0.5; 0.5,1,3
(PEA)0.67MA0.33PbI3,(PEA); MA,Pb,I,0.67; 0.33,1,3
(PEA)MAPbI3,(PEA); MA,Pb,I,1; 1,1,3
Cs0.03FA0.97PbI3,Cs; FA,Pb,I,0.03; 0.97,1,3
Cs0.07FA0.93PbI3,Cs; FA,Pb,I,0.07; 0.93,1,3
Cs0.17FA0.83PbI3,Cs; FA,Pb,I,0.17; 0.83,1,3
Cs0.07FA0.93PbBr0.15I2.85,Cs; FA,Pb,Br; I,0.07; 0.93,1,0.15; 2.85
Cs0.3FA0.7PbBr0.15I2.85,Cs; FA,Pb,Br; I,0.3; 0.7,1,0.15; 2.85
Cs0.45FA0.55PbBr0.15I2.85,Cs; FA,Pb,Br; I,0.45; 0.55,1,0.15; 2.85
FAPbBr0.5I2.5,FA,Pb,Br; I,1,1,0.5; 2.5
FAPbBr1.5I1.5,FA,Pb,Br; I,1,1,1.5; 1.5
FAPbBr2.5I0.5,FA,Pb,Br; I,1,1,2.5; 0.5
FA0.83MA0.17PbBrI2,FA; MA,Pb,Br; I,0.83; 0.17,1,1; 2
FA0.83MA0.17PbBr2I,FA; MA,Pb,Br; I,0.83; 0.17,1,2; 1
FA0.83MA0.17PbBr2.5I0.5,FA; MA,Pb,Br; I,0.83; 0.17,1,2.5; 0.5
FA0.83MA0.17PbBr3,FA; MA,Pb,Br,0.83; 0.17,1,3
FA0.67MA0.33PbBrI2,FA; MA,Pb,Br; I,0.67; 0.33,1,1; 2
FA0.67MA0.33PbBr1.5I1.5,FA; MA,Pb,Br; I,0.67; 0.33,1,1.5; 1.5
FA0.67MA0.33PbBr2I,FA; MA,Pb,Br; I,0.67; 0.33,1,2; 1
FA0.67MA0.33PbBr2.5I0.5,FA; MA,Pb,Br; I,0.67; 0.33,1,2.5; 0.5
FA0.67MA0.33PbBr3,FA; MA,Pb,Br,0.67; 0.33,1,3
FA0.5MA0.5PbBr0.5I2.5,FA; MA,Pb,Br; I,0.5; 0.5,1,0.5; 2.5
FA0.5MA0.5PbBrI2,FA; MA,Pb,Br; I,0.5; 0.5,1,1; 2
FA0.5MA0.5PbBr2I,FA; MA,Pb,Br; I,0.5; 0.5,1,2; 1
FA0.5MA0.5PbBr2.5I0.5,FA; MA,Pb,Br; I,0.5; 0.5,1,2.5; 0.5
FA0.5MA0.5PbBr3,FA; MA,Pb,Br,0.5; 0.5,1,3
FA0.33PbI3,FA,Pb,I,0.33,1,3
FA0.33PbBr0.5I2.5,FA,Pb,Br; I,0.33,1,0.5; 2.5
FA0.33PbBrI2,FA,Pb,Br; I,0.33,1,1; 2
FA0.33PbBr1.5I1.5,FA,Pb,Br; I,0.33,1,1.5; 1.5
FA0.33PbBr2I,FA,Pb,Br; I,0.33,1,2; 1
FA0.33PbBr2.5I0.5,FA,Pb,Br; I,0.33,1,2.5; 0.5
FA0.33PbBr3,FA,Pb,Br,0.33,1,3
FA0.17MA0.83PbI3,FA; MA,Pb,I,0.17; 0.83,1,3
FA0.17MA0.83PbBr0.5I2.5,FA; MA,Pb,Br; I,0.17; 0.83,1,0.5; 2.5
FA0.17MA0.83PbBrI2,FA; MA,Pb,Br; I,0.17; 0.83,1,1; 2
FA0.17MA0.83PbBr1.5I1.5,FA; MA,Pb,Br; I,0.17; 0.83,1,1.5; 1.5
FA0.17MA0.83PbBr2I,FA; MA,Pb,Br; I,0.17; 0.83,1,2; 1
FA0.17MA0.83PbBr2.5I0.5,FA; MA,Pb,Br; I,0.17; 0.83,1,2.5; 0.5
FA0.17MA0.83PbBr3,FA; MA,Pb,Br,0.17; 0.83,1,3
MAPbBr2.5I0.5,MA,Pb,Br; I,1,1,2.5; 0.5
FA0.81MA0.19PbBr0.54I2.46,FA; MA,Pb,Br; I,0.81; 0.19,1,0.54; 2.46
FA0.82MA0.18PbBr0.53I2.47,FA; MA,Pb,Br; I,0.82; 0.18,1,0.53; 2.47
FA0.83MA0.17PbBr0.52I2.48,FA; MA,Pb,Br; I,0.83; 0.17,1,0.52; 2.48
FA0.84MA0.16PbBr0.51I2.49,FA; MA,Pb,Br; I,0.84; 0.16,1,0.51; 2.49
FA0.84MA0.16PbBr0.50I2.50,FA; MA,Pb,Br; I,0.84; 0.16,1,0.50; 2.50
FA0.85MA0.15PbBr0.50I2.50,FA; MA,Pb,Br; I,0.85; 0.15,1,0.50; 2.50
Cs0.07FA0.77MA0.16PbBr0.50I2.50,Cs; FA; MA,Pb,Br; I,0.07; 0.77; 0.16,1,0.50; 2.50
Cs0.04FA0.80MA0.16PbBr0.50I2.50,Cs; FA; MA,Pb,Br; I,0.04; 0.80; 0.16,1,0.50; 2.50
Cs0.03FA0.81MA0.16PbBr0.50I2.50,Cs; FA; MA,Pb,Br; I,0.03; 0.81; 0.16,1,0.50; 2.50
FA0.9MA0.1PbBr0.2I2.7,FA; MA,Pb,Br; I,0.9; 0.1,1,0.2; 2.7
MAPbBrI,MA,Pb,Br; I,1,1,1; 1
CsPbBr1.5I1.5,Cs,Pb,Br; I,1,1,1.5; 1.5
Cs0.05FA0.75MA0.2PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,0.05; 0.75; 0.2,1,0.3; 2.7
Cs0.05FA0.80MA0.15PbI3,Cs; FA; MA,Pb,I,0.05; 0.80; 0.15,1,3
Cs0.05FA0.80MA0.15PbBr0.25I2.75,Cs; FA; MA,Pb,Br; I,0.05; 0.80; 0.15,1,0.25; 2.75
Cs0.06FA0.84MA0.10PbBr0.41I2.59,Cs; FA; MA,Pb,Br; I,0.06; 0.84; 0.10,1,0.41; 2.59
Cs0.05FA0.78MA0.12PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.78; 0.12,1,0.51; 2.49
Cs0.05FAPbI3,Cs; FA,Pb,I,0.05; 1,1,3
(BIM)0.1MAPbI3.2,(BIM); MA,Pb,I,0.1; 1,1,3.2
(ThMA)2MA2Pb3I10,(ThMA); MA,Pb,I,2; 2,3,10
Cs0.1FA0.83MA0.17PbBr0.51I0.249,Cs; FA; MA,Pb,Br; I,0.1; 0.83; 0.17,1,0.51; 0.249
Cs0.02FA0.82MA0.16PbBr0.51I0.249,Cs; FA; MA,Pb,Br; I,0.02; 0.82; 0.16,1,0.51; 0.249
Cs0.06FA0.83MA0.17PbBr0.51I0.249,Cs; FA; MA,Pb,Br; I,0.06; 0.83; 0.17,1,0.51; 0.249
Cs0.14FA0.83MA0.17PbBr0.51I0.249,Cs; FA; MA,Pb,Br; I,0.14; 0.83; 0.17,1,0.51; 0.249
Cs0.10FA0.75MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.10; 0.75; 0.15,1,0.45; 2.55
Cs0.05FA83MA17PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 83; 17,1,0.51; 2.49
Cs0.05FA0.7885MA0.1615PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.1615,1,0.3; 2.7
Cs0.2FA0.8PbBr1.05I1.95,Cs; FA,Pb,Br; I,0.2; 0.8,1,1.05; 1.95
Cs0.25FA0.75PbBr0.9I2.1,Cs; FA,Pb,Br; I,0.25; 0.75,1,0.9; 2.1
Cs0.2FA0.664MA0.336PbBr1.05I1.95,Cs; FA; MA,Pb,Br; I,0.2; 0.664; 0.336,1,1.05; 1.95
MAPbBr0.226I2.774,MA,Pb,Br; I,1,1,0.226; 2.774
MAPbBr0.237I2.763,MA,Pb,Br; I,1,1,0.237; 2.763
IA0.05MA0.95PbI3,IA; MA,Pb,I,0.05; 0.95,1,3
CsBi0.01Pb0.99I3,Cs,Bi; Pb,I,1,0.01; 0.99,3
CsBi0.025Pb0.975I3,Cs,Bi; Pb,I,1,0.025; 0.975,3
CsBi0.05Pb0.95I3,Cs,Bi; Pb,I,1,0.05; 0.95,3
Cs0.05FA0.75MA0.15PbBr0.15I2.85,Cs; FA; MA,Pb,Br; I,0.05; 0.75; 0.15,1,0.15; 2.85
(pF1PEA)2MA4Pb4I13,(pF1PEA); MA,Pb,I,2; 4,4,13
(mF1PEA)MA4Pb4I13,(mF1PEA); MA,Pb,I,1; 4,4,13
(oF1PEA)2MA4Pb4I13,(oF1PEA); MA,Pb,I,2; 4,4,13
(PEA)2MA4Pb4I13,(PEA); MA,Pb,I,2; 4,4,13
Cs0.01FA0.99PbI3,Cs; FA,Pb,I,0.01; 0.99,1,3
Cs0.01FA0.94Rb0.05PbI3,Cs; FA; Rb,Pb,I,0.01; 0.94; 0.05,1,3
Cs0.03FA0.91Rb0.05PbI3,Cs; FA; Rb,Pb,I,0.03; 0.91; 0.05,1,3
Cs0.05FA0.9Rb0.05PbI3,Cs; FA; Rb,Pb,I,0.05; 0.9; 0.05,1,3
Cs0.1FA0.85Rb0.05PbI3,Cs; FA; Rb,Pb,I,0.1; 0.85; 0.05,1,3
Cs0.15FA0.8Rb0.05PbI3,Cs; FA; Rb,Pb,I,0.15; 0.8; 0.05,1,3
Cs0.05FA0.75MA0.15Rb0.05PbI3,Cs; FA; MA; Rb,Pb,I,0.05; 0.75; 0.15; 0.05,1,3
BA2FA3Sn4I13,BA; FA,Sn,I,2; 3,4,13
(PEA)0.6BA1.4FA3Sn4I13,(PEA); BA; FA,Sn,I,0.6; 1.4; 3,4,13
(PEA)BAFA3Sn4I13,(PEA); BA; FA,Sn,I,1; 1; 3,4,13
(PEA)1.4BA0.6FA3Sn4I13,(PEA); BA; FA,Sn,I,1.4; 0.6; 3,4,13
(PEA)2FA3Sn4I13,(PEA); FA,Sn,I,2; 3,4,13
Cs0.05FA0.79MA0.11Rb0.05PbBr0.39I2.61,Cs; FA; MA; Rb,Pb,Br; I,0.05; 0.79; 0.11; 0.05,1,0.39; 2.61
Cs0.09MA0.91PbI3,Cs; MA,Pb,I,0.09; 0.91,1,3
Cs0.1FA0.7MA0.2PbI3,Cs; FA; MA,Pb,I,0.1; 0.7; 0.2,1,3
FA0.2MA0.8PbBr0.15I2.85,FA; MA,Pb,Br; I,0.2; 0.8,1,0.15; 2.85
FA0.2MA0.8PbBr0.3I2.7,FA; MA,Pb,Br; I,0.2; 0.8,1,0.3; 2.7
FA0.2MA0.8PbBr0.45I2.55,FA; MA,Pb,Br; I,0.2; 0.8,1,0.45; 2.55
Cs0.05FA0.80MA0.15PbBr0.43I2.57,Cs; FA; MA,Pb,Br; I,0.05; 0.80; 0.15,1,0.43; 2.57
FA0.38MA0.62PbI3,FA; MA,Pb,I,0.38; 0.62,1,3
FA0.45MA0.55PbI3,FA; MA,Pb,I,0.45; 0.55,1,3
FA0.55MA0.45PbI3,FA; MA,Pb,I,0.55; 0.45,1,3
FA0.58MA0.42PbI3,FA; MA,Pb,I,0.58; 0.42,1,3
FA0.33MA0.67PbI3,FA; MA,Pb,I,0.33; 0.67,1,3
Cs0.04FA0.8MA0.16PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.04; 0.8; 0.16,1,0.45; 2.55
Cs0.05FA0.82MA0.13PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.82; 0.13,1,0.45; 2.55
MAPbBr2.25I0.75,MA,Pb,Br; I,1,1,2.25; 0.75
Cs0.02FA0.15PDA0.82PbI3,Cs; FA; PDA,Pb,I,0.02; 0.15; 0.82,1,3
FA0.78MA0.21PbBr0.21I2.79,FA; MA,Pb,Br; I,0.78; 0.21,1,0.21; 2.79
(PEA)2FA8Sn9I28,(PEA); FA,Sn,I,2; 8,9,28
(PMA)2MAPbI3,(PMA); MA,Pb,I,2; 1,1,3
FA0.4MA0.6PbBr0.1I2.9,FA; MA,Pb,Br; I,0.4; 0.6,1,0.1; 2.9
MAPb0.97Sb0.03I3,MA,Pb; Sb,I,1,0.97; 0.03,3
MAPb0.95Sb0.05I3,MA,Pb; Sb,I,1,0.95; 0.05,3
MAPb0.92Sb0.08I3,MA,Pb; Sb,I,1,0.92; 0.08,3
MAPb0.9Sb0.1I3,MA,Pb; Sb,I,1,0.9; 0.1,3
Ca0.05MA0.95PbBr0.15I2.85,Ca; MA,Pb,Br; I,0.05; 0.95,1,0.15; 2.85
Ca0.1MA0.9PbBr0.3I2.7,Ca; MA,Pb,Br; I,0.1; 0.9,1,0.3; 2.7
Ca0.2MA0.8PbBr0.6I2.4,Ca; MA,Pb,Br; I,0.2; 0.8,1,0.6; 2.4
(TEA)2MA3Pb4I14,(TEA); MA,Pb,I,2; 3,4,14
Cs0.085FA0.915PbBr0.45I2.55,Cs; FA,Pb,Br; I,0.085; 0.915,1,0.45; 2.55
BiFeO3,Bi,Fe,O,1,1,3
Cs0.13FA0.87PbBr0.39I2.61,Cs; FA,Pb,Br; I,0.13; 0.87,1,0.39; 2.61
Cs0.1FA0.9PbBr0.9I2.1,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.9; 2.1
Cs0.15FA0.255MA0.595PbI3,Cs; FA; MA,Pb,I,0.15; 0.255; 0.595,1,3
MAGeI3,MA,Ge,I,1,1,3
MAGeBr0.15I2.75,MA,Ge,Br; I,1,1,0.15; 2.75
MAGeBr0.3I2.9,MA,Ge,Br; I,1,1,0.3; 2.9
MAGeBr0.45I2.55,MA,Ge,Br; I,1,1,0.45; 2.55
MAGeBr0.6I2.4,MA,Ge,Br; I,1,1,0.6; 2.4
MAGeBrI2,MA,Ge,Br; I,1,1,1; 2
MAGeBr0.3I2.7,MA,Ge,Br; I,1,1,0.3; 2.7
FA0.6MA0.4PbBr0.3I2.9,FA; MA,Pb,Br; I,0.6; 0.4,1,0.3; 2.9
MABa0.03Pb0.97I3,MA,Ba; Pb,I,1,0.03; 0.97,3
MAPb0.97Sr0.03I3,MA,Pb; Sr,I,1,0.97; 0.03,3
MAPb0.9Sr0.1I3,MA,Pb; Sr,I,1,0.9; 0.1,3
MACa0.01Pb0.99I3,MA,Ca; Pb,I,1,0.01; 0.99,3
MACa0.03Pb0.97I3,MA,Ca; Pb,I,1,0.03; 0.97,3
MACa0.05Pb0.95I3,MA,Ca; Pb,I,1,0.05; 0.95,3
MACa0.1Pb0.9I3,MA,Ca; Pb,I,1,0.1; 0.9,3
MA0.01Mg0.01Pb0.99I3,MA,Mg; Pb,I,0.01,0.01; 0.99,3
MA0.03Mg0.03Pb0.97I3,MA,Mg; Pb,I,0.03,0.03; 0.97,3
MA0.05Mg0.05Pb0.95I3,MA,Mg; Pb,I,0.05,0.05; 0.95,3
MA0.1Mg0.1Pb0.9I3,MA,Mg; Pb,I,0.1,0.1; 0.9,3
FA0.87MA0.13PbBr0.39I2.61,FA; MA,Pb,Br; I,0.87; 0.13,1,0.39; 2.61
Cs0.05FA0.80MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.80; 0.15,1,0.45; 2.55
IM0.1MA0.9PbI3,IM; MA,Pb,I,0.1; 0.9,1,3
IM0.2MA0.8PbI3,IM; MA,Pb,I,0.2; 0.8,1,3
IM0.3MA0.7PbI3,IM; MA,Pb,I,0.3; 0.7,1,3
Cs0.1MA0.9Pb0.75Sn0.25I3,Cs; MA,Pb; Sn,I,0.1; 0.9,0.75; 0.25,3
Cs0.05FA0.7885MA0.1625PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.1625,1,0.45; 2.55
Cs0.04FA0.82MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.04; 0.82; 0.14,1,0.45; 2.55
BAGUMA4Pb5I16,BA; GU; MA,Pb,I,1; 1; 4,5,16
FA0.83MA0.17PbBr0.17I2.83,FA; MA,Pb,Br; I,0.83; 0.17,1,0.17; 2.83
Cs0.1FA0.1MA0.8PbI3,Cs; FA; MA,Pb,I,0.1; 0.1; 0.8,1,3
FA0.07MA0.93PbI3,FA; MA,Pb,I,0.07; 0.93,1,3
Cs0.05FA0.85MA0.1PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,0.05; 0.85; 0.1,1,0.5; 2.5
Cs0.05FA0.79MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.15,1,0.45; 2.55
Cs0.05FA0.85MA0.1PbBr0.45I2.45,Cs; FA; MA,Pb,Br; I,0.05; 0.85; 0.1,1,0.45; 2.45
Cs0.05FA0.8MA0.15PbBr0.47I2.53,Cs; FA; MA,Pb,Br; I,0.05; 0.8; 0.15,1,0.47; 2.53
Cs0.05FA0.79MA0.16PbBr0.15I0.85,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.15; 0.85
MAPbBr0.36I2.64,MA,Pb,Br; I,1,1,0.36; 2.64
FA0.05PN0.95SnI3,FA; PN,Sn,I,0.05; 0.95,1,3
FA0.10PN0.90SnI3,FA; PN,Sn,I,0.10; 0.90,1,3
FA0.15PN0.85SnI3,FA; PN,Sn,I,0.15; 0.85,1,3
FA0.2PN0.8SnI3,FA; PN,Sn,I,0.2; 0.8,1,3
FA0.95TN0.05SnI3,FA; TN,Sn,I,0.95; 0.05,1,3
FA0.90TN0.10SnI3,FA; TN,Sn,I,0.90; 0.10,1,3
FA0.85TN0.15SnI3,FA; TN,Sn,I,0.85; 0.15,1,3
FA0.8TN0.2SnI3,FA; TN,Sn,I,0.8; 0.2,1,3
Cs0.2FA0.8PbBr0.16I2.84,Cs; FA,Pb,Br; I,0.2; 0.8,1,0.16; 2.84
MAPbBr1.62I1.38,MA,Pb,Br; I,1,1,1.62; 1.38
Cs0.2FA0.6MA0.2PbBr0.33I2.67,Cs; FA; MA,Pb,Br; I,0.2; 0.6; 0.2,1,0.33; 2.67
Cs0.1665FA0.667MA0.1665PbBr0.33I2.67,Cs; FA; MA,Pb,Br; I,0.1665; 0.667; 0.1665,1,0.33; 2.67
Cs0.125FA0.75MA0.125PbBr0.33I2.67,Cs; FA; MA,Pb,Br; I,0.125; 0.75; 0.125,1,0.33; 2.67
Cs0.075FA0.75MA0.175PbBr0.33I2.67,Cs; FA; MA,Pb,Br; I,0.075; 0.75; 0.175,1,0.33; 2.67
Cs0.175FA0.75MA0.075PbBr0.33I2.67,Cs; FA; MA,Pb,Br; I,0.175; 0.75; 0.075,1,0.33; 2.67
Cs0.2FA0.75MA0.05PbBr0.33I2.67,Cs; FA; MA,Pb,Br; I,0.2; 0.75; 0.05,1,0.33; 2.67
Cs0.225FA0.75MA0.025PbBr0.33I2.67,Cs; FA; MA,Pb,Br; I,0.225; 0.75; 0.025,1,0.33; 2.67
MAPbBr0.19I2.81,MA,Pb,Br; I,1,1,0.19; 2.81
(3AMP)FA0.45MA2.55Pb4I13,(3AMP); FA; MA,Pb,I,1; 0.45; 2.55,4,13
(3AMP)FA0.6MA2.4Pb4I13,(3AMP); FA; MA,Pb,I,1; 0.6; 2.4,4,13
(3AMP)FA0.75MA2.25Pb4I13,(3AMP); FA; MA,Pb,I,1; 0.75; 2.25,4,13
